station_id,timestamp,temperature_celsius,humidity_percent,pm2_5
1013,2025-02-16 21:00:00,24.9,91.21,5.86
1013,2025-03-22 07:00:00,20.33,70.5,18.78
1013,2025-03-25 11:00:00,21.18,37.06,50.06
1013,2025-03-20 18:00:00,18.61,94.98,36.77
1013,2025-02-20 12:00:00,24.35,41.14,26.82
1013,2025-01-21 19:00:00,18.53,92.85,28.94
1013,2025-01-11 07:00:00,18.6,91.3,18.82
1013,2025-01-12 17:00:00,23.86,85.86,38.13
1013,2025-03-18 10:00:00,22.59,49.66,44.54
1013,2025-01-19 17:00:00,25.31,81.27,48.9
1013,2025-03-09 23:00:00,18.65,31.75,57.5
1013,2025-02-02 22:00:00,29.04,73.58,60.19
1013,2025-03-07 02:00:00,29.97,62.12,60.97
1013,2025-03-25 05:00:00,27.77,,17.49
1013,2025-02-08 03:00:00,24.6,44.24,27.23
1013,2025-01-13 10:00:00,20.87,45.43,27.18
1013,2025-01-29 17:00:00,18.74,63.26,22.17
1013,2025-03-02 04:00:00,24.28,78.21,19.62
1013,2025-02-17 00:00:00,20.71,72.53,29.82
1013,2025-01-29 00:00:00,29.16,42.15,20.15
1013,2025-03-24 16:00:00,24.52,56.84,54.8
1013,2025-01-21 13:00:00,24.47,54.32,36.46
1013,2025-01-13 08:00:00,22.94,42.01,62.84
1013,2025-01-18 13:00:00,25.3,77.48,56.96
1013,2025-03-04 19:00:00,27.76,50.91,31.31
1013,2025-01-14 11:00:00,24.67,69.25,18.43
1013,2025-03-26 08:00:00,21.12,46.51,7.21
1013,2025-03-30 12:00:00,18.55,61.72,10.45
1013,2025-03-13 07:00:00,20.07,69.87,45.01
1013,2025-03-18 06:00:00,26.1,65.16,62.81
1013,2025-02-11 02:00:00,28.7,75.47,65.5
1013,2025-03-25 06:00:00,23.76,47.25,30.5
1013,2025-01-13 15:00:00,20.49,39.99,11.39
1013,2025-02-21 16:00:00,20.61,57.07,59.1
1013,2025-03-08 02:00:00,21.9,60.89,20.21
1013,2025-03-21 20:00:00,18.84,33.63,63.96
1013,2025-02-04 10:00:00,23.94,41.95,31.44
1013,2025-01-31 06:00:00,25.43,55.55,69.56
1013,2025-03-14 09:00:00,19.93,51.42,56.07
1013,2025-01-30 14:00:00,29.55,78.95,26.67
1013,2025-01-04 20:00:00,20.82,81.57,8.99
1013,2025-02-06 09:00:00,20.22,64.37,38.52
1013,2025-02-12 21:00:00,18.37,37.14,50.82
1013,2025-02-26 01:00:00,29.04,57.29,26.15
1013,2025-03-11 16:00:00,20.93,47.62,31.14
1013,2025-01-25 09:00:00,22.21,78.52,34.38
1013,2025-03-23 05:00:00,29.4,89.24,12.53
1013,2025-01-28 13:00:00,19.11,82.3,7.65
1013,2025-03-02 08:00:00,20.97,67.77,21.45
1013,2025-01-30 06:00:00,20.73,40.13,35.03
1013,2025-02-02 16:00:00,26.13,55.31,23.31
1013,2025-01-23 22:00:00,26.72,67.18,7.32
1013,2025-02-11 04:00:00,28.98,72.78,41.81
1013,2025-01-24 09:00:00,27.44,71.96,20.47
1013,2025-03-13 17:00:00,28.01,66.48,61.86
1013,2025-03-01 03:00:00,19.2,59.11,52.57
1013,2025-02-14 09:00:00,19.41,46.46,50.01
1013,2025-03-01 13:00:00,24.21,89.5,54.42
1013,2025-01-10 22:00:00,19.99,49.25,13.86
1013,2025-02-17 04:00:00,18.13,61.67,22.06
1013,2025-01-10 20:00:00,22.72,72.97,26.82
1013,2025-03-13 02:00:00,27.75,92.36,56.07
1013,2025-03-06 19:00:00,25.29,65.22,52.15
1013,2025-01-02 10:00:00,20.61,51.97,10.27
1013,2025-03-12 14:00:00,25.5,45.41,5.51
1014,2025-03-26 14:00:00,20.44,54.6,15.3
1014,2025-03-25 08:00:00,29.41,73.52,52.82
1014,2025-01-25 00:00:00,26.18,68.0,57.66
1014,2025-01-14 12:00:00,23.83,55.33,43.08
1014,2025-02-28 22:00:00,25.73,73.21,39.67
1014,2025-03-31 18:00:00,19.77,57.98,18.02
1014,2025-01-15 19:00:00,27.48,52.85,26.79
1014,2025-03-10 11:00:00,19.41,67.51,28.86
1014,2025-01-12 21:00:00,22.67,68.6,65.15
1014,2025-02-12 09:00:00,18.94,82.41,56.8
1014,2025-03-10 16:00:00,20.85,81.22,23.02
1014,2025-02-12 23:00:00,29.02,44.92,15.91
1014,2025-01-12 18:00:00,25.12,51.69,68.08
1014,2025-03-17 02:00:00,,53.92,21.91
1014,2025-02-14 07:00:00,25.33,72.05,47.05
1014,2025-01-02 04:00:00,21.28,82.22,31.98
1014,2025-02-11 00:00:00,28.89,57.55,25.71
1014,2025-03-16 05:00:00,20.81,57.25,39.92
1014,2025-03-21 07:00:00,29.9,39.41,72.39
1014,2025-03-06 16:00:00,25.6,86.3,57.62
1014,2025-03-10 08:00:00,26.08,70.96,68.54
1014,2025-01-15 19:00:00,22.96,84.93,40.46
1014,2025-02-06 00:00:00,22.06,81.25,35.71
1014,2025-03-25 18:00:00,24.7,36.86,18.11
1014,2025-03-04 10:00:00,18.91,54.09,39.95
1014,2025-02-14 23:00:00,18.3,40.78,9.3
1014,2025-02-23 05:00:00,27.33,85.51,53.98
1014,2025-01-19 19:00:00,23.77,,48.5
1014,2025-01-04 00:00:00,29.59,71.21,37.71
1014,2025-03-07 15:00:00,28.83,38.71,59.89
1014,2025-02-17 21:00:00,20.01,31.76,19.07
1014,2025-01-29 23:00:00,25.28,45.02,67.36
1014,2025-01-07 05:00:00,21.58,68.48,48.99
1014,2025-03-24 21:00:00,26.56,79.46,37.23
1014,2025-01-23 08:00:00,25.53,30.33,25.03
1014,2025-01-30 13:00:00,19.72,85.62,19.52
1014,2025-01-09 16:00:00,23.75,65.69,19.1
1014,2025-02-16 08:00:00,27.83,81.64,39.97
1014,2025-01-15 16:00:00,25.96,92.58,51.66
1014,2025-02-06 08:00:00,29.45,37.67,13.21
1014,2025-03-10 00:00:00,26.0,,7.17
1014,2025-03-09 06:00:00,28.69,32.18,38.39
1014,2025-02-28 23:00:00,26.45,34.88,47.16
1014,2025-03-07 20:00:00,19.27,75.73,62.59
1014,2025-01-21 19:00:00,23.84,54.17,6.55
1014,2025-01-28 03:00:00,26.76,39.4,25.23
1014,2025-03-25 15:00:00,29.38,77.08,57.32
1014,2025-01-09 01:00:00,24.88,58.8,67.16
1014,2025-01-21 14:00:00,27.42,80.63,57.2
1014,2025-02-10 18:00:00,24.69,65.28,31.41
1014,2025-01-18 12:00:00,26.7,53.01,8.8
1014,2025-01-15 04:00:00,24.74,57.8,5.28
1014,2025-01-08 10:00:00,27.19,83.34,57.73
1014,2025-01-20 06:00:00,29.24,74.01,24.38
1014,2025-03-11 09:00:00,22.01,86.29,47.12
1014,2025-01-30 05:00:00,19.21,88.83,15.17
1014,2025-02-27 23:00:00,25.87,42.11,29.44
1014,2025-01-19 14:00:00,25.87,50.84,21.89
1014,2025-02-09 22:00:00,26.35,62.58,27.03
1014,2025-01-26 00:00:00,24.54,63.4,52.94
1014,2025-02-19 17:00:00,22.84,41.01,58.05
1014,2025-01-18 07:00:00,29.57,92.36,30.21
1014,2025-01-03 00:00:00,27.13,31.8,9.41
1014,2025-01-26 18:00:00,28.27,34.07,48.11
1014,2025-01-06 17:00:00,25.83,67.22,61.69
1014,2025-02-28 09:00:00,18.53,81.18,24.34
1014,2025-02-27 13:00:00,19.02,51.18,66.8
1014,2025-01-23 12:00:00,21.3,56.2,67.69
1014,2025-01-22 00:00:00,27.43,71.04,36.44
1014,2025-01-18 16:00:00,29.25,47.15,11.32
1014,2025-02-08 22:00:00,21.8,75.79,17.68
1014,2025-03-06 06:00:00,18.1,34.88,68.08
1014,2025-01-07 13:00:00,29.4,62.85,68.17
1014,2025-01-25 01:00:00,28.45,79.66,
1014,2025-03-03 18:00:00,21.75,55.43,17.15
1014,2025-02-22 18:00:00,21.86,41.87,
1014,2025-02-12 22:00:00,29.23,91.53,24.8
1014,2025-02-16 07:00:00,29.51,40.55,34.2
1014,2025-01-09 10:00:00,18.22,74.5,44.3
1014,2025-02-18 15:00:00,20.73,54.52,25.16
1014,2025-02-01 01:00:00,24.94,36.18,47.8
1014,2025-01-10 15:00:00,22.29,45.76,34.86
1014,2025-01-27 03:00:00,22.78,92.99,22.53
1014,2025-03-27 09:00:00,24.01,50.17,20.75
1014,2025-03-16 12:00:00,24.31,69.02,66.98
1014,2025-02-06 08:00:00,23.22,80.34,7.21
1014,2025-01-11 10:00:00,22.04,86.03,70.14
1014,2025-01-24 15:00:00,20.67,67.36,61.35
1014,2025-03-02 18:00:00,26.93,34.2,11.67
1014,2025-02-14 12:00:00,18.43,64.7,40.34
1014,2025-02-03 11:00:00,28.32,67.45,47.99
1014,2025-01-27 23:00:00,28.0,42.99,26.06
1014,2025-02-17 21:00:00,22.69,37.8,67.94
1014,2025-02-02 02:00:00,19.87,40.03,68.41
1014,2025-03-19 15:00:00,28.17,65.63,62.05
1014,2025-02-26 07:00:00,24.87,91.11,39.09
1014,2025-02-10 17:00:00,23.67,54.62,74.11
1014,2025-01-07 21:00:00,27.92,72.83,74.22
1014,2025-02-11 14:00:00,23.96,51.56,36.58
1014,2025-02-20 17:00:00,24.67,90.02,12.7
1015,2025-02-18 20:00:00,19.03,93.74,53.04
1015,2025-02-13 09:00:00,21.1,78.39,12.58
1015,2025-03-20 08:00:00,23.87,60.09,17.99
1015,2025-02-04 09:00:00,29.49,64.04,44.61
1015,2025-01-22 13:00:00,26.55,39.96,69.23
1015,2025-03-27 04:00:00,19.18,59.21,22.08
1015,2025-01-28 21:00:00,21.56,78.83,44.86
1015,2025-01-19 04:00:00,19.03,94.23,5.91
1015,2025-01-29 13:00:00,19.17,40.2,28.68
1015,2025-01-04 20:00:00,28.67,75.14,70.47
1015,2025-02-03 07:00:00,25.26,40.25,8.63
1015,2025-03-03 00:00:00,26.05,68.87,65.57
1015,2025-03-05 07:00:00,22.67,60.62,44.23
1015,2025-01-24 15:00:00,26.33,48.08,9.64
1015,2025-01-16 01:00:00,25.04,45.57,52.97
1015,2025-01-15 20:00:00,27.05,88.12,36.5
1015,2025-03-22 12:00:00,29.61,52.09,60.01
1015,2025-02-22 23:00:00,22.68,49.93,33.06
1015,2025-01-02 13:00:00,25.29,33.98,26.12
1015,2025-03-08 01:00:00,28.74,60.8,55.86
1015,2025-01-05 17:00:00,23.96,50.73,18.58
1015,2025-02-01 19:00:00,23.68,34.16,29.62
1015,2025-02-09 23:00:00,21.81,89.6,28.74
1015,2025-03-12 12:00:00,28.91,54.78,17.35
1015,2025-01-21 08:00:00,21.49,72.4,45.07
1015,2025-01-03 14:00:00,22.02,43.01,39.88
1015,2025-01-15 12:00:00,23.69,47.15,43.2
1015,2025-03-09 15:00:00,18.93,50.8,22.24
1015,2025-03-23 06:00:00,28.28,33.65,22.89
1015,2025-02-25 14:00:00,22.79,80.74,38.28
1015,2025-01-28 11:00:00,28.77,71.68,32.75
1015,2025-01-10 22:00:00,18.19,86.19,26.2
1015,2025-03-12 19:00:00,19.67,51.54,32.29
1015,2025-01-08 06:00:00,,93.75,71.63
1015,2025-03-19 12:00:00,18.31,49.86,17.7
1015,2025-02-22 11:00:00,19.56,70.02,50.61
1015,2025-03-02 06:00:00,29.88,63.0,12.39
1015,2025-02-04 16:00:00,18.76,58.64,56.26
1015,2025-01-28 20:00:00,26.05,69.3,59.33
1015,2025-02-05 07:00:00,23.25,83.85,27.8
1015,2025-02-18 19:00:00,26.25,37.1,49.59
1015,2025-01-25 16:00:00,23.16,73.68,66.35
1015,2025-03-04 02:00:00,28.62,81.48,27.21
1015,2025-03-26 03:00:00,24.26,46.17,73.43
1015,2025-03-14 18:00:00,18.39,39.06,49.14
1015,2025-02-21 17:00:00,23.2,57.01,69.27
1015,2025-02-26 10:00:00,27.84,41.76,31.54
1015,2025-03-15 00:00:00,20.7,48.01,65.2
1015,2025-02-17 04:00:00,23.67,92.14,7.36
1015,2025-02-11 13:00:00,23.87,58.52,46.42
1015,2025-01-29 15:00:00,27.13,70.3,57.05
1015,2025-03-31 12:00:00,28.7,,72.16
1015,2025-03-13 22:00:00,21.61,53.03,52.76
1015,2025-02-17 06:00:00,20.02,85.8,55.55
1015,2025-03-16 21:00:00,26.37,42.18,60.69
1015,2025-01-25 06:00:00,26.16,32.19,61.01
1015,2025-03-14 13:00:00,22.18,36.99,23.18
1015,2025-02-20 20:00:00,23.97,48.65,27.02
1015,2025-02-07 08:00:00,19.9,32.5,69.76
1015,2025-01-20 11:00:00,26.08,48.25,45.07
1015,2025-03-09 21:00:00,27.29,65.05,11.64
1015,2025-03-24 04:00:00,27.61,35.9,32.3
1015,2025-03-03 05:00:00,21.64,84.64,12.24
1015,2025-02-02 22:00:00,20.74,69.08,47.64
1015,2025-03-13 05:00:00,19.25,49.29,32.62
1015,2025-03-25 15:00:00,20.59,70.72,43.5
1015,2025-03-05 04:00:00,23.32,75.94,34.74
1015,2025-03-16 15:00:00,24.79,80.82,13.42
1015,2025-01-05 19:00:00,22.53,94.17,12.78
1015,2025-01-02 06:00:00,19.45,51.16,57.74
1015,2025-01-01 15:00:00,24.27,57.99,15.22
1015,2025-02-10 09:00:00,26.13,34.11,27.76
1015,2025-03-04 10:00:00,19.12,41.32,68.66
1015,2025-03-20 11:00:00,22.42,67.59,21.26
1015,2025-03-27 00:00:00,27.89,75.16,52.84
1015,2025-02-18 13:00:00,18.37,53.28,10.24
1015,2025-03-19 17:00:00,25.32,73.67,44.28
1015,2025-02-27 22:00:00,23.91,47.91,57.29
1015,2025-02-11 11:00:00,28.38,69.31,41.28
1015,2025-03-17 12:00:00,19.46,57.93,26.98
1015,2025-01-02 22:00:00,25.69,66.56,42.23
1015,2025-01-28 23:00:00,22.22,87.9,64.76
1015,2025-01-13 11:00:00,21.34,92.43,72.62
1015,2025-02-15 02:00:00,27.53,66.17,25.79
1015,2025-01-12 21:00:00,19.71,44.97,43.05
1015,2025-03-19 05:00:00,28.19,51.35,12.93
1015,2025-03-26 20:00:00,26.36,71.83,55.86
1015,2025-02-09 17:00:00,23.79,39.12,49.6
1015,2025-01-21 23:00:00,28.08,77.73,53.97
1015,2025-02-19 21:00:00,18.51,76.38,46.53
1015,2025-03-11 13:00:00,20.59,38.06,16.24
1015,2025-02-13 17:00:00,24.55,94.02,59.41
1015,2025-01-13 09:00:00,28.07,41.67,29.87
1015,2025-02-07 20:00:00,24.02,73.14,7.81
1015,2025-01-24 17:00:00,20.9,38.65,54.22
1015,2025-03-01 01:00:00,25.67,52.59,50.15
1015,2025-01-26 08:00:00,28.82,30.79,48.25
1015,2025-03-23 21:00:00,24.31,75.22,38.13
1015,2025-01-29 13:00:00,19.5,49.3,60.75
